v1	Is(M1)
Step Information: X=10µ  (Run: 1/5)
4.040000000000003e-001	-9.269714e-006
4.060000000000003e-001	-9.676659e-006
4.080000000000003e-001	-1.009919e-005
4.100000000000003e-001	-1.053778e-005
4.120000000000003e-001	-1.099289e-005
4.140000000000003e-001	-1.146499e-005
4.160000000000003e-001	-1.195456e-005
4.180000000000003e-001	-1.246208e-005
4.200000000000003e-001	-1.298804e-005
4.220000000000003e-001	-1.353293e-005
4.240000000000003e-001	-1.409722e-005
4.260000000000003e-001	-1.468143e-005
4.280000000000003e-001	-1.528604e-005
4.300000000000003e-001	-1.591155e-005
4.320000000000003e-001	-1.655846e-005
4.340000000000003e-001	-1.722725e-005
4.360000000000003e-001	-1.791844e-005
4.380000000000003e-001	-1.863250e-005
4.400000000000003e-001	-1.936993e-005
4.420000000000003e-001	-2.013122e-005
4.440000000000003e-001	-2.091686e-005
4.460000000000003e-001	-2.172732e-005
4.480000000000003e-001	-2.256308e-005
4.500000000000003e-001	-2.342461e-005
4.520000000000004e-001	-2.431238e-005
4.540000000000004e-001	-2.522685e-005
4.560000000000004e-001	-2.616846e-005
4.580000000000004e-001	-2.713766e-005
4.600000000000004e-001	-2.813488e-005
4.620000000000004e-001	-2.916056e-005
4.640000000000004e-001	-3.021510e-005
4.660000000000004e-001	-3.129891e-005
4.680000000000004e-001	-3.241240e-005
4.700000000000004e-001	-3.355594e-005
4.720000000000004e-001	-3.472991e-005
4.740000000000004e-001	-3.593466e-005
4.760000000000004e-001	-3.717056e-005
4.780000000000004e-001	-3.843794e-005
4.800000000000004e-001	-3.973712e-005
4.820000000000004e-001	-4.106840e-005
4.840000000000004e-001	-4.243210e-005
4.860000000000004e-001	-4.382850e-005
4.880000000000004e-001	-4.525785e-005
4.900000000000004e-001	-4.672043e-005
4.920000000000004e-001	-4.821647e-005
4.940000000000004e-001	-4.974620e-005
4.960000000000004e-001	-5.130983e-005
4.980000000000004e-001	-5.290756e-005
5.000000000000003e-001	-5.453958e-005
5.020000000000003e-001	-5.620606e-005
5.040000000000003e-001	-5.790714e-005
5.060000000000003e-001	-5.964298e-005
5.080000000000003e-001	-6.141370e-005
5.100000000000003e-001	-6.321940e-005
5.120000000000003e-001	-6.506019e-005
5.140000000000004e-001	-6.693617e-005
5.160000000000004e-001	-6.884739e-005
5.180000000000004e-001	-7.079392e-005
5.200000000000004e-001	-7.277579e-005
5.220000000000004e-001	-7.479305e-005
5.240000000000004e-001	-7.684571e-005
5.260000000000004e-001	-7.893378e-005
5.280000000000004e-001	-8.105725e-005
5.300000000000004e-001	-8.321611e-005
5.320000000000004e-001	-8.541033e-005
5.340000000000004e-001	-8.763986e-005
5.360000000000004e-001	-8.990467e-005
5.380000000000004e-001	-9.220469e-005
5.400000000000004e-001	-9.453985e-005
5.420000000000004e-001	-9.691007e-005
5.440000000000004e-001	-9.931526e-005
5.460000000000004e-001	-1.017553e-004
5.480000000000004e-001	-1.042302e-004
5.500000000000004e-001	-1.067396e-004
5.520000000000004e-001	-1.092836e-004
5.540000000000004e-001	-1.118621e-004
5.560000000000004e-001	-1.144747e-004
5.580000000000004e-001	-1.171215e-004
5.600000000000004e-001	-1.198023e-004
5.620000000000004e-001	-1.225169e-004
5.640000000000004e-001	-1.252651e-004
5.660000000000004e-001	-1.280468e-004
5.680000000000004e-001	-1.308618e-004
5.700000000000004e-001	-1.337100e-004
5.720000000000004e-001	-1.365911e-004
5.740000000000004e-001	-1.395050e-004
5.760000000000004e-001	-1.424514e-004
5.780000000000004e-001	-1.454303e-004
5.800000000000004e-001	-1.484414e-004
5.820000000000004e-001	-1.514844e-004
5.840000000000004e-001	-1.545593e-004
5.860000000000004e-001	-1.576657e-004
5.880000000000004e-001	-1.608035e-004
5.900000000000004e-001	-1.639726e-004
5.920000000000004e-001	-1.671725e-004
5.940000000000004e-001	-1.704033e-004
5.960000000000004e-001	-1.736646e-004
5.980000000000004e-001	-1.769563e-004
6.000000000000004e-001	-1.802781e-004
6.020000000000004e-001	-1.836298e-004
6.040000000000004e-001	-1.870112e-004
6.060000000000004e-001	-1.904222e-004
6.080000000000004e-001	-1.938624e-004
6.100000000000004e-001	-1.973317e-004
6.120000000000004e-001	-2.008298e-004
6.140000000000004e-001	-2.043566e-004
6.160000000000004e-001	-2.079118e-004
6.180000000000004e-001	-2.114953e-004
6.200000000000004e-001	-2.151067e-004
6.220000000000004e-001	-2.187460e-004
6.240000000000004e-001	-2.224129e-004
6.260000000000004e-001	-2.261072e-004
6.280000000000005e-001	-2.298286e-004
6.300000000000005e-001	-2.335771e-004
6.320000000000005e-001	-2.373523e-004
6.340000000000005e-001	-2.411541e-004
6.360000000000005e-001	-2.449823e-004
6.380000000000005e-001	-2.488367e-004
6.400000000000005e-001	-2.527170e-004
6.420000000000005e-001	-2.566232e-004
6.440000000000005e-001	-2.605550e-004
6.460000000000005e-001	-2.645121e-004
6.480000000000005e-001	-2.684945e-004
6.500000000000005e-001	-2.725019e-004
6.520000000000005e-001	-2.765341e-004
6.540000000000005e-001	-2.805910e-004
6.560000000000005e-001	-2.846724e-004
6.580000000000005e-001	-2.887781e-004
6.600000000000005e-001	-2.929079e-004
6.620000000000005e-001	-2.970616e-004
6.640000000000005e-001	-3.012391e-004
6.660000000000005e-001	-3.054402e-004
6.680000000000005e-001	-3.096647e-004
6.700000000000005e-001	-3.139125e-004
6.720000000000005e-001	-3.181833e-004
6.740000000000005e-001	-3.224770e-004
6.760000000000005e-001	-3.267936e-004
6.780000000000005e-001	-3.311327e-004
6.800000000000005e-001	-3.354942e-004
6.820000000000005e-001	-3.398780e-004
6.840000000000005e-001	-3.442839e-004
6.860000000000005e-001	-3.487118e-004
6.880000000000005e-001	-3.531615e-004
6.900000000000005e-001	-3.576329e-004
6.920000000000005e-001	-3.621257e-004
6.940000000000005e-001	-3.666400e-004
6.960000000000005e-001	-3.711754e-004
6.980000000000005e-001	-3.757319e-004
7.000000000000005e-001	-3.803093e-004
7.020000000000005e-001	-3.849075e-004
7.040000000000005e-001	-3.895264e-004
7.060000000000005e-001	-3.941657e-004
7.080000000000005e-001	-3.988255e-004
7.100000000000005e-001	-4.035055e-004
7.120000000000005e-001	-4.082055e-004
7.140000000000005e-001	-4.129256e-004
7.160000000000005e-001	-4.176654e-004
7.180000000000005e-001	-4.224250e-004
7.200000000000005e-001	-4.272042e-004
7.220000000000005e-001	-4.320028e-004
7.240000000000005e-001	-4.368208e-004
7.260000000000005e-001	-4.416579e-004
7.280000000000005e-001	-4.465141e-004
7.300000000000005e-001	-4.513894e-004
7.320000000000005e-001	-4.562834e-004
7.340000000000005e-001	-4.611961e-004
7.360000000000005e-001	-4.661275e-004
7.380000000000005e-001	-4.710773e-004
7.400000000000006e-001	-4.760456e-004
7.420000000000006e-001	-4.810320e-004
7.440000000000006e-001	-4.860366e-004
7.460000000000006e-001	-4.910593e-004
7.480000000000006e-001	-4.960998e-004
7.500000000000006e-001	-5.011582e-004
7.520000000000006e-001	-5.062343e-004
7.540000000000006e-001	-5.113279e-004
7.560000000000006e-001	-5.164391e-004
7.580000000000006e-001	-5.215677e-004
7.600000000000006e-001	-5.267134e-004
7.620000000000006e-001	-5.318764e-004
7.640000000000006e-001	-5.370564e-004
7.660000000000006e-001	-5.422534e-004
7.680000000000006e-001	-5.474673e-004
7.700000000000006e-001	-5.526979e-004
7.720000000000006e-001	-5.579451e-004
7.740000000000006e-001	-5.632089e-004
7.760000000000006e-001	-5.684892e-004
7.780000000000006e-001	-5.737859e-004
7.800000000000006e-001	-5.790987e-004
7.820000000000006e-001	-5.844278e-004
7.840000000000006e-001	-5.897729e-004
7.860000000000006e-001	-5.951340e-004
7.880000000000006e-001	-6.005110e-004
7.900000000000006e-001	-6.059038e-004
7.920000000000006e-001	-6.113122e-004
7.940000000000006e-001	-6.167363e-004
7.960000000000006e-001	-6.221759e-004
7.980000000000006e-001	-6.276309e-004
8.000000000000006e-001	-6.331012e-004
8.020000000000006e-001	-6.385867e-004
8.040000000000006e-001	-6.440874e-004
8.060000000000006e-001	-6.496031e-004
8.080000000000006e-001	-6.551338e-004
8.100000000000006e-001	-6.606794e-004
8.120000000000006e-001	-6.662398e-004
8.140000000000006e-001	-6.718148e-004
8.160000000000006e-001	-6.774045e-004
8.180000000000006e-001	-6.830087e-004
8.200000000000006e-001	-6.886274e-004
8.220000000000006e-001	-6.942604e-004
8.240000000000006e-001	-6.999076e-004
8.260000000000006e-001	-7.055691e-004
8.280000000000006e-001	-7.112446e-004
8.300000000000006e-001	-7.169343e-004
8.320000000000006e-001	-7.226377e-004
8.340000000000006e-001	-7.283551e-004
8.360000000000006e-001	-7.340863e-004
8.380000000000006e-001	-7.398311e-004
8.400000000000006e-001	-7.455896e-004
8.420000000000006e-001	-7.513615e-004
8.440000000000006e-001	-7.571470e-004
8.460000000000006e-001	-7.629457e-004
8.480000000000006e-001	-7.687578e-004
8.500000000000006e-001	-7.745831e-004
8.520000000000007e-001	-7.804215e-004
8.540000000000007e-001	-7.862729e-004
8.560000000000007e-001	-7.921373e-004
8.580000000000007e-001	-7.980146e-004
8.600000000000007e-001	-8.039047e-004
8.620000000000007e-001	-8.098076e-004
8.640000000000007e-001	-8.157230e-004
8.660000000000007e-001	-8.216511e-004
8.680000000000007e-001	-8.275917e-004
8.700000000000007e-001	-8.335447e-004
8.720000000000007e-001	-8.395100e-004
8.740000000000007e-001	-8.454876e-004
8.760000000000007e-001	-8.514774e-004
8.780000000000007e-001	-8.574794e-004
8.800000000000007e-001	-8.634934e-004
8.820000000000007e-001	-8.695193e-004
8.840000000000007e-001	-8.755571e-004
8.860000000000007e-001	-8.816068e-004
8.880000000000007e-001	-8.876682e-004
8.900000000000007e-001	-8.937413e-004
8.920000000000007e-001	-8.998261e-004
8.940000000000007e-001	-9.059223e-004
8.960000000000007e-001	-9.120299e-004
8.980000000000007e-001	-9.181490e-004
9.000000000000007e-001	-9.242794e-004
9.020000000000007e-001	-9.304210e-004
9.040000000000007e-001	-9.365738e-004
9.060000000000007e-001	-9.427377e-004
9.080000000000007e-001	-9.489126e-004
9.100000000000007e-001	-9.550984e-004
9.120000000000007e-001	-9.612952e-004
9.140000000000007e-001	-9.675027e-004
9.160000000000007e-001	-9.737210e-004
9.180000000000007e-001	-9.799500e-004
9.200000000000007e-001	-9.861895e-004
9.220000000000007e-001	-9.924396e-004
9.240000000000007e-001	-9.987002e-004
9.260000000000007e-001	-1.004971e-003
9.280000000000007e-001	-1.011252e-003
9.300000000000007e-001	-1.017544e-003
9.320000000000007e-001	-1.023846e-003
9.340000000000007e-001	-1.030157e-003
9.360000000000007e-001	-1.036479e-003
9.380000000000007e-001	-1.042811e-003
9.400000000000007e-001	-1.049153e-003
9.420000000000007e-001	-1.055505e-003
9.440000000000007e-001	-1.061866e-003
9.460000000000007e-001	-1.068237e-003
9.480000000000007e-001	-1.074618e-003
9.500000000000007e-001	-1.081008e-003
9.520000000000007e-001	-1.087408e-003
9.540000000000007e-001	-1.093817e-003
9.560000000000007e-001	-1.100236e-003
9.580000000000007e-001	-1.106664e-003
9.600000000000007e-001	-1.113101e-003
9.620000000000007e-001	-1.119548e-003
9.640000000000008e-001	-1.126003e-003
9.660000000000008e-001	-1.132468e-003
9.680000000000008e-001	-1.138942e-003
9.700000000000008e-001	-1.145424e-003
9.720000000000008e-001	-1.151915e-003
9.740000000000008e-001	-1.158416e-003
9.760000000000008e-001	-1.164925e-003
9.780000000000008e-001	-1.171442e-003
9.800000000000008e-001	-1.177968e-003
9.820000000000008e-001	-1.184503e-003
9.840000000000008e-001	-1.191046e-003
9.860000000000008e-001	-1.197598e-003
9.880000000000008e-001	-1.204158e-003
9.900000000000008e-001	-1.210726e-003
9.920000000000008e-001	-1.217303e-003
9.940000000000008e-001	-1.223888e-003
9.960000000000008e-001	-1.230481e-003
9.980000000000008e-001	-1.237081e-003
1.000000000000001e+000	-1.243690e-003
1.002000000000001e+000	-1.250307e-003
1.004000000000001e+000	-1.256932e-003
1.006000000000001e+000	-1.263564e-003
1.008000000000001e+000	-1.270205e-003
1.010000000000001e+000	-1.276852e-003
1.012000000000001e+000	-1.283508e-003
1.014000000000001e+000	-1.290171e-003
1.016000000000001e+000	-1.296842e-003
1.018000000000001e+000	-1.303520e-003
1.020000000000001e+000	-1.310205e-003
1.022000000000001e+000	-1.316898e-003
1.024000000000001e+000	-1.323598e-003
1.026000000000001e+000	-1.330305e-003
1.028000000000001e+000	-1.337020e-003
1.030000000000001e+000	-1.343741e-003
1.032000000000001e+000	-1.350470e-003
1.034000000000001e+000	-1.357205e-003
1.036000000000001e+000	-1.363948e-003
1.038000000000001e+000	-1.370697e-003
1.040000000000001e+000	-1.377453e-003
1.042000000000001e+000	-1.384216e-003
1.044000000000001e+000	-1.390986e-003
1.046000000000001e+000	-1.397762e-003
1.048000000000001e+000	-1.404545e-003
1.050000000000001e+000	-1.411334e-003
1.052000000000001e+000	-1.418130e-003
1.054000000000001e+000	-1.424932e-003
1.056000000000001e+000	-1.431740e-003
1.058000000000001e+000	-1.438555e-003
1.060000000000001e+000	-1.445376e-003
1.062000000000001e+000	-1.452204e-003
1.064000000000001e+000	-1.459037e-003
1.066000000000001e+000	-1.465877e-003
1.068000000000001e+000	-1.472722e-003
1.070000000000001e+000	-1.479574e-003
1.072000000000001e+000	-1.486431e-003
1.074000000000001e+000	-1.493294e-003
1.076000000000001e+000	-1.500163e-003
1.078000000000001e+000	-1.507038e-003
1.080000000000001e+000	-1.513919e-003
1.082000000000001e+000	-1.520805e-003
1.084000000000001e+000	-1.527697e-003
1.086000000000001e+000	-1.534594e-003
1.088000000000001e+000	-1.541497e-003
1.090000000000001e+000	-1.548406e-003
1.092000000000001e+000	-1.555319e-003
1.094000000000001e+000	-1.562238e-003
1.096000000000001e+000	-1.569162e-003
1.098000000000001e+000	-1.576092e-003
1.100000000000001e+000	-1.583027e-003
1.102000000000001e+000	-1.589967e-003
1.104000000000001e+000	-1.596912e-003
1.106000000000001e+000	-1.603862e-003
1.108000000000001e+000	-1.610817e-003
1.110000000000001e+000	-1.617776e-003
1.112000000000001e+000	-1.624741e-003
1.114000000000001e+000	-1.631711e-003
1.116000000000001e+000	-1.638685e-003
1.118000000000001e+000	-1.645664e-003
1.120000000000001e+000	-1.652648e-003
1.122000000000001e+000	-1.659636e-003
1.124000000000001e+000	-1.666629e-003
1.126000000000001e+000	-1.673627e-003
1.128000000000001e+000	-1.680629e-003
1.130000000000001e+000	-1.687635e-003
1.132000000000001e+000	-1.694646e-003
1.134000000000001e+000	-1.701661e-003
1.136000000000001e+000	-1.708681e-003
1.138000000000001e+000	-1.715704e-003
1.140000000000001e+000	-1.722732e-003
1.142000000000001e+000	-1.729764e-003
1.144000000000001e+000	-1.736800e-003
1.146000000000001e+000	-1.743841e-003
1.148000000000001e+000	-1.750885e-003
1.150000000000001e+000	-1.757933e-003
1.152000000000001e+000	-1.764985e-003
1.154000000000001e+000	-1.772041e-003
1.156000000000001e+000	-1.779101e-003
1.158000000000001e+000	-1.786164e-003
1.160000000000001e+000	-1.793231e-003
1.162000000000001e+000	-1.800302e-003
1.164000000000001e+000	-1.807377e-003
1.166000000000001e+000	-1.814455e-003
1.168000000000001e+000	-1.821537e-003
1.170000000000001e+000	-1.828622e-003
1.172000000000001e+000	-1.835710e-003
1.174000000000001e+000	-1.842803e-003
1.176000000000001e+000	-1.849898e-003
1.178000000000001e+000	-1.856997e-003
1.180000000000001e+000	-1.864099e-003
1.182000000000001e+000	-1.871204e-003
1.184000000000001e+000	-1.878312e-003
1.186000000000001e+000	-1.885424e-003
1.188000000000001e+000	-1.892539e-003
1.190000000000001e+000	-1.899656e-003
1.192000000000001e+000	-1.906777e-003
1.194000000000001e+000	-1.913901e-003
1.196000000000001e+000	-1.921028e-003
1.198000000000001e+000	-1.928157e-003
1.200000000000001e+000	-1.935289e-003
1.202000000000001e+000	-1.942425e-003
1.204000000000001e+000	-1.949563e-003
1.206000000000001e+000	-1.956703e-003
1.208000000000001e+000	-1.963847e-003
1.210000000000001e+000	-1.970993e-003
1.212000000000001e+000	-1.978141e-003
1.214000000000001e+000	-1.985292e-003
1.216000000000001e+000	-1.992446e-003
1.218000000000001e+000	-1.999602e-003
1.220000000000001e+000	-2.006761e-003
1.222000000000001e+000	-2.013922e-003
1.224000000000001e+000	-2.021085e-003
1.226000000000001e+000	-2.028250e-003
1.228000000000001e+000	-2.035418e-003
1.230000000000001e+000	-2.042588e-003
1.232000000000001e+000	-2.049760e-003
1.234000000000001e+000	-2.056935e-003
1.236000000000001e+000	-2.064111e-003
1.238000000000001e+000	-2.071290e-003
1.240000000000001e+000	-2.078471e-003
1.242000000000001e+000	-2.085653e-003
1.244000000000001e+000	-2.092838e-003
1.246000000000001e+000	-2.100024e-003
1.248000000000001e+000	-2.107213e-003
1.250000000000001e+000	-2.114403e-003
1.252000000000001e+000	-2.121595e-003
1.254000000000001e+000	-2.128789e-003
1.256000000000001e+000	-2.135984e-003
1.258000000000001e+000	-2.143181e-003
1.260000000000001e+000	-2.150380e-003
1.262000000000001e+000	-2.157580e-003
1.264000000000001e+000	-2.164782e-003
1.266000000000001e+000	-2.171986e-003
1.268000000000001e+000	-2.179191e-003
1.270000000000001e+000	-2.186397e-003
1.272000000000001e+000	-2.193605e-003
1.274000000000001e+000	-2.200814e-003
1.276000000000001e+000	-2.208025e-003
1.278000000000001e+000	-2.215237e-003
1.280000000000001e+000	-2.222450e-003
1.282000000000001e+000	-2.229664e-003
1.284000000000001e+000	-2.236880e-003
1.286000000000001e+000	-2.244097e-003
1.288000000000001e+000	-2.251315e-003
1.290000000000001e+000	-2.258534e-003
1.292000000000001e+000	-2.265754e-003
1.294000000000001e+000	-2.272975e-003
1.296000000000001e+000	-2.280197e-003
1.298000000000001e+000	-2.287420e-003
1.300000000000001e+000	-2.294644e-003
1.302000000000001e+000	-2.301869e-003
1.304000000000001e+000	-2.309095e-003
1.306000000000001e+000	-2.316322e-003
1.308000000000001e+000	-2.323549e-003
1.310000000000001e+000	-2.330777e-003
1.312000000000001e+000	-2.338006e-003
1.314000000000001e+000	-2.345236e-003
1.316000000000001e+000	-2.352466e-003
1.318000000000001e+000	-2.359697e-003
1.320000000000001e+000	-2.366928e-003
1.322000000000001e+000	-2.374160e-003
1.324000000000001e+000	-2.381393e-003
1.326000000000001e+000	-2.388626e-003
1.328000000000001e+000	-2.395859e-003
1.330000000000001e+000	-2.403093e-003
1.332000000000001e+000	-2.410327e-003
1.334000000000001e+000	-2.417562e-003
1.336000000000001e+000	-2.424797e-003
1.338000000000001e+000	-2.432032e-003
1.340000000000001e+000	-2.439268e-003
1.342000000000001e+000	-2.446503e-003
1.344000000000001e+000	-2.453740e-003
1.346000000000001e+000	-2.460975e-003
1.348000000000001e+000	-2.468212e-003
1.350000000000001e+000	-2.475448e-003
1.352000000000001e+000	-2.482685e-003
1.354000000000001e+000	-2.489921e-003
1.356000000000001e+000	-2.497158e-003
1.358000000000001e+000	-2.504394e-003
1.360000000000001e+000	-2.511631e-003
1.362000000000001e+000	-2.518867e-003
1.364000000000001e+000	-2.526103e-003
1.366000000000001e+000	-2.533339e-003
1.368000000000001e+000	-2.540575e-003
1.370000000000001e+000	-2.547811e-003
1.372000000000001e+000	-2.555046e-003
1.374000000000001e+000	-2.562282e-003
1.376000000000001e+000	-2.569517e-003
1.378000000000001e+000	-2.576752e-003
1.380000000000001e+000	-2.583986e-003
1.382000000000001e+000	-2.591220e-003
1.384000000000001e+000	-2.598454e-003
1.386000000000001e+000	-2.605687e-003
1.388000000000001e+000	-2.612919e-003
