v1	Is(M1)
Step Information: X=10µ  (Run: 1/5)
3.320000000000002e-001	2.398402e-007
3.340000000000002e-001	2.527019e-007
3.360000000000002e-001	2.662138e-007
3.380000000000002e-001	2.804064e-007
3.400000000000003e-001	2.953112e-007
3.420000000000003e-001	3.109614e-007
3.440000000000003e-001	3.273911e-007
3.460000000000003e-001	3.446362e-007
3.480000000000003e-001	3.627338e-007
3.500000000000003e-001	3.817227e-007
3.520000000000003e-001	4.016431e-007
3.540000000000003e-001	4.225369e-007
3.560000000000003e-001	4.444475e-007
3.580000000000003e-001	4.674201e-007
3.600000000000003e-001	4.915017e-007
3.620000000000003e-001	5.167410e-007
3.640000000000003e-001	5.431884e-007
3.660000000000003e-001	5.708965e-007
3.680000000000003e-001	5.999196e-007
3.700000000000003e-001	6.303139e-007
3.720000000000003e-001	6.621379e-007
3.740000000000003e-001	6.954518e-007
3.760000000000003e-001	7.303182e-007
3.780000000000003e-001	7.668015e-007
3.800000000000003e-001	8.049685e-007
3.820000000000003e-001	8.448880e-007
3.840000000000003e-001	8.866311e-007
3.860000000000003e-001	9.302712e-007
3.880000000000003e-001	9.758837e-007
3.900000000000003e-001	1.023546e-006
3.920000000000003e-001	1.073339e-006
3.940000000000003e-001	1.125345e-006
3.960000000000003e-001	1.179647e-006
3.980000000000003e-001	1.236333e-006
4.000000000000003e-001	1.295492e-006
4.020000000000003e-001	1.357215e-006
4.040000000000003e-001	1.421595e-006
4.060000000000003e-001	1.488727e-006
4.080000000000003e-001	1.558709e-006
4.100000000000003e-001	1.631641e-006
4.120000000000003e-001	1.707623e-006
4.140000000000003e-001	1.786759e-006
4.160000000000003e-001	1.869155e-006
4.180000000000003e-001	1.954917e-006
4.200000000000003e-001	2.044153e-006
4.220000000000003e-001	2.136974e-006
4.240000000000003e-001	2.233490e-006
4.260000000000003e-001	2.333814e-006
4.280000000000003e-001	2.438061e-006
4.300000000000003e-001	2.546344e-006
4.320000000000003e-001	2.658780e-006
4.340000000000003e-001	2.775486e-006
4.360000000000003e-001	2.896577e-006
4.380000000000003e-001	3.022173e-006
4.400000000000003e-001	3.152390e-006
4.420000000000003e-001	3.287346e-006
4.440000000000003e-001	3.427161e-006
4.460000000000003e-001	3.571950e-006
4.480000000000003e-001	3.721833e-006
4.500000000000003e-001	3.876925e-006
4.520000000000004e-001	4.037343e-006
4.540000000000004e-001	4.203202e-006
4.560000000000004e-001	4.374616e-006
4.580000000000004e-001	4.551699e-006
4.600000000000004e-001	4.734563e-006
4.620000000000004e-001	4.923316e-006
4.640000000000004e-001	5.118069e-006
4.660000000000004e-001	5.318926e-006
4.680000000000004e-001	5.525993e-006
4.700000000000004e-001	5.739374e-006
4.720000000000004e-001	5.959166e-006
4.740000000000004e-001	6.185468e-006
4.760000000000004e-001	6.418376e-006
4.780000000000004e-001	6.657981e-006
4.800000000000004e-001	6.904374e-006
4.820000000000004e-001	7.157641e-006
4.840000000000004e-001	7.417866e-006
4.860000000000004e-001	7.685129e-006
4.880000000000004e-001	7.959509e-006
4.900000000000004e-001	8.241079e-006
4.920000000000004e-001	8.529911e-006
4.940000000000004e-001	8.826070e-006
4.960000000000004e-001	9.129624e-006
4.980000000000004e-001	9.440632e-006
5.000000000000003e-001	9.759151e-006
5.020000000000003e-001	1.008523e-005
5.040000000000003e-001	1.041893e-005
5.060000000000003e-001	1.076030e-005
5.080000000000003e-001	1.110937e-005
5.100000000000003e-001	1.146618e-005
5.120000000000003e-001	1.183077e-005
5.140000000000004e-001	1.220318e-005
5.160000000000004e-001	1.258344e-005
5.180000000000004e-001	1.297156e-005
5.200000000000004e-001	1.336758e-005
5.220000000000004e-001	1.377151e-005
5.240000000000004e-001	1.418337e-005
5.260000000000004e-001	1.460317e-005
5.280000000000004e-001	1.503093e-005
5.300000000000004e-001	1.546664e-005
5.320000000000004e-001	1.591032e-005
5.340000000000004e-001	1.636196e-005
5.360000000000004e-001	1.682157e-005
5.380000000000004e-001	1.728913e-005
5.400000000000004e-001	1.776465e-005
5.420000000000004e-001	1.824811e-005
5.440000000000004e-001	1.873951e-005
5.460000000000004e-001	1.923882e-005
5.480000000000004e-001	1.974603e-005
5.500000000000004e-001	2.026113e-005
5.520000000000004e-001	2.078409e-005
5.540000000000004e-001	2.131488e-005
5.560000000000004e-001	2.185350e-005
5.580000000000004e-001	2.239990e-005
5.600000000000004e-001	2.295407e-005
5.620000000000004e-001	2.351597e-005
5.640000000000004e-001	2.408557e-005
5.660000000000004e-001	2.466284e-005
5.680000000000004e-001	2.524774e-005
5.700000000000004e-001	2.584025e-005
5.720000000000004e-001	2.644033e-005
5.740000000000004e-001	2.704793e-005
5.760000000000004e-001	2.766302e-005
5.780000000000004e-001	2.828557e-005
5.800000000000004e-001	2.891553e-005
5.820000000000004e-001	2.955286e-005
5.840000000000004e-001	3.019752e-005
5.860000000000004e-001	3.084947e-005
5.880000000000004e-001	3.150867e-005
5.900000000000004e-001	3.217507e-005
5.920000000000004e-001	3.284864e-005
5.940000000000004e-001	3.352933e-005
5.960000000000004e-001	3.421709e-005
5.980000000000004e-001	3.491188e-005
6.000000000000004e-001	3.561366e-005
6.020000000000004e-001	3.632238e-005
6.040000000000004e-001	3.703800e-005
6.060000000000004e-001	3.776048e-005
6.080000000000004e-001	3.848976e-005
6.100000000000004e-001	3.922582e-005
6.120000000000004e-001	3.996860e-005
6.140000000000004e-001	4.071805e-005
6.160000000000004e-001	4.147414e-005
6.180000000000004e-001	4.223682e-005
6.200000000000004e-001	4.300605e-005
6.220000000000004e-001	4.378179e-005
6.240000000000004e-001	4.456399e-005
6.260000000000004e-001	4.535260e-005
6.280000000000005e-001	4.614760e-005
6.300000000000005e-001	4.694894e-005
6.320000000000005e-001	4.775656e-005
6.340000000000005e-001	4.857045e-005
6.360000000000005e-001	4.939054e-005
6.380000000000005e-001	5.021681e-005
6.400000000000005e-001	5.104922e-005
6.420000000000005e-001	5.188772e-005
6.440000000000005e-001	5.273227e-005
6.460000000000005e-001	5.358284e-005
6.480000000000005e-001	5.443940e-005
6.500000000000005e-001	5.530189e-005
6.520000000000005e-001	5.617029e-005
6.540000000000005e-001	5.704457e-005
6.560000000000005e-001	5.792467e-005
6.580000000000005e-001	5.881058e-005
6.600000000000005e-001	5.970224e-005
6.620000000000005e-001	6.059964e-005
6.640000000000005e-001	6.150274e-005
6.660000000000005e-001	6.241149e-005
6.680000000000005e-001	6.332588e-005
6.700000000000005e-001	6.424586e-005
6.720000000000005e-001	6.517141e-005
6.740000000000005e-001	6.610249e-005
6.760000000000005e-001	6.703908e-005
6.780000000000005e-001	6.798113e-005
6.800000000000005e-001	6.892864e-005
6.820000000000005e-001	6.988156e-005
6.840000000000005e-001	7.083986e-005
6.860000000000005e-001	7.180352e-005
6.880000000000005e-001	7.277251e-005
6.900000000000005e-001	7.374680e-005
6.920000000000005e-001	7.472636e-005
6.940000000000005e-001	7.571117e-005
6.960000000000005e-001	7.670120e-005
6.980000000000005e-001	7.769644e-005
7.000000000000005e-001	7.869683e-005
7.020000000000005e-001	7.970238e-005
7.040000000000005e-001	8.071305e-005
7.060000000000005e-001	8.172881e-005
7.080000000000005e-001	8.274965e-005
7.100000000000005e-001	8.377554e-005
7.120000000000005e-001	8.480645e-005
7.140000000000005e-001	8.584237e-005
7.160000000000005e-001	8.688328e-005
7.180000000000005e-001	8.792914e-005
7.200000000000005e-001	8.897995e-005
7.220000000000005e-001	9.003567e-005
7.240000000000005e-001	9.109629e-005
7.260000000000005e-001	9.216178e-005
7.280000000000005e-001	9.323214e-005
7.300000000000005e-001	9.430733e-005
7.320000000000005e-001	9.538735e-005
7.340000000000005e-001	9.647215e-005
7.360000000000005e-001	9.756174e-005
7.380000000000005e-001	9.865608e-005
7.400000000000006e-001	9.975518e-005
7.420000000000006e-001	1.008590e-004
7.440000000000006e-001	1.019675e-004
7.460000000000006e-001	1.030807e-004
7.480000000000006e-001	1.041986e-004
7.500000000000006e-001	1.053211e-004
7.520000000000006e-001	1.064483e-004
7.540000000000006e-001	1.075801e-004
7.560000000000006e-001	1.087165e-004
7.580000000000006e-001	1.098575e-004
7.600000000000006e-001	1.110031e-004
7.620000000000006e-001	1.121532e-004
7.640000000000006e-001	1.133079e-004
7.660000000000006e-001	1.144670e-004
7.680000000000006e-001	1.156307e-004
7.700000000000006e-001	1.167989e-004
7.720000000000006e-001	1.179716e-004
7.740000000000006e-001	1.191487e-004
7.760000000000006e-001	1.203303e-004
7.780000000000006e-001	1.215164e-004
7.800000000000006e-001	1.227068e-004
7.820000000000006e-001	1.239017e-004
7.840000000000006e-001	1.251009e-004
7.860000000000006e-001	1.263046e-004
7.880000000000006e-001	1.275126e-004
7.900000000000006e-001	1.287249e-004
7.920000000000006e-001	1.299416e-004
7.940000000000006e-001	1.311626e-004
7.960000000000006e-001	1.323880e-004
7.980000000000006e-001	1.336176e-004
8.000000000000006e-001	1.348515e-004
8.020000000000006e-001	1.360897e-004
8.040000000000006e-001	1.373322e-004
8.060000000000006e-001	1.385789e-004
8.080000000000006e-001	1.398299e-004
8.100000000000006e-001	1.410851e-004
8.120000000000006e-001	1.423445e-004
8.140000000000006e-001	1.436081e-004
8.160000000000006e-001	1.448759e-004
8.180000000000006e-001	1.461478e-004
8.200000000000006e-001	1.474240e-004
8.220000000000006e-001	1.487042e-004
8.240000000000006e-001	1.499887e-004
8.260000000000006e-001	1.512772e-004
8.280000000000006e-001	1.525699e-004
8.300000000000006e-001	1.538667e-004
8.320000000000006e-001	1.551676e-004
8.340000000000006e-001	1.564725e-004
8.360000000000006e-001	1.577815e-004
8.380000000000006e-001	1.590946e-004
8.400000000000006e-001	1.604118e-004
8.420000000000006e-001	1.617330e-004
8.440000000000006e-001	1.630582e-004
8.460000000000006e-001	1.643874e-004
8.480000000000006e-001	1.657206e-004
8.500000000000006e-001	1.670579e-004
8.520000000000007e-001	1.683991e-004
8.540000000000007e-001	1.697443e-004
8.560000000000007e-001	1.710934e-004
8.580000000000007e-001	1.724465e-004
8.600000000000007e-001	1.738036e-004
8.620000000000007e-001	1.751646e-004
8.640000000000007e-001	1.765295e-004
8.660000000000007e-001	1.778983e-004
8.680000000000007e-001	1.792710e-004
8.700000000000007e-001	1.806475e-004
8.720000000000007e-001	1.820280e-004
8.740000000000007e-001	1.834124e-004
8.760000000000007e-001	1.848005e-004
8.780000000000007e-001	1.861926e-004
8.800000000000007e-001	1.875885e-004
8.820000000000007e-001	1.889882e-004
8.840000000000007e-001	1.903917e-004
8.860000000000007e-001	1.917990e-004
8.880000000000007e-001	1.932101e-004
8.900000000000007e-001	1.946250e-004
8.920000000000007e-001	1.960437e-004
8.940000000000007e-001	1.974661e-004
8.960000000000007e-001	1.988923e-004
8.980000000000007e-001	2.003223e-004
9.000000000000007e-001	2.017559e-004
9.020000000000007e-001	2.031933e-004
9.040000000000007e-001	2.046345e-004
9.060000000000007e-001	2.060793e-004
9.080000000000007e-001	2.075278e-004
9.100000000000007e-001	2.089800e-004
9.120000000000007e-001	2.104358e-004
9.140000000000007e-001	2.118954e-004
9.160000000000007e-001	2.133586e-004
9.180000000000007e-001	2.148254e-004
9.200000000000007e-001	2.162958e-004
9.220000000000007e-001	2.177699e-004
9.240000000000007e-001	2.192476e-004
9.260000000000007e-001	2.207289e-004
9.280000000000007e-001	2.222138e-004
9.300000000000007e-001	2.237023e-004
9.320000000000007e-001	2.251944e-004
9.340000000000007e-001	2.266900e-004
9.360000000000007e-001	2.281892e-004
9.380000000000007e-001	2.296919e-004
9.400000000000007e-001	2.311982e-004
9.420000000000007e-001	2.327080e-004
9.440000000000007e-001	2.342213e-004
9.460000000000007e-001	2.357381e-004
9.480000000000007e-001	2.372584e-004
9.500000000000007e-001	2.387823e-004
9.520000000000007e-001	2.403095e-004
9.540000000000007e-001	2.418403e-004
9.560000000000007e-001	2.433745e-004
9.580000000000007e-001	2.449122e-004
9.600000000000007e-001	2.464533e-004
9.620000000000007e-001	2.479978e-004
9.640000000000008e-001	2.495458e-004
9.660000000000008e-001	2.510971e-004
9.680000000000008e-001	2.526519e-004
9.700000000000008e-001	2.542101e-004
9.720000000000008e-001	2.557716e-004
9.740000000000008e-001	2.573365e-004
9.760000000000008e-001	2.589048e-004
9.780000000000008e-001	2.604764e-004
9.800000000000008e-001	2.620514e-004
9.820000000000008e-001	2.636297e-004
9.840000000000008e-001	2.652114e-004
9.860000000000008e-001	2.667964e-004
9.880000000000008e-001	2.683846e-004
9.900000000000008e-001	2.699762e-004
9.920000000000008e-001	2.715710e-004
9.940000000000008e-001	2.731692e-004
9.960000000000008e-001	2.747706e-004
9.980000000000008e-001	2.763752e-004
1.000000000000001e+000	2.779832e-004
1.002000000000001e+000	2.795943e-004
1.004000000000001e+000	2.812087e-004
1.006000000000001e+000	2.828263e-004
1.008000000000001e+000	2.844472e-004
1.010000000000001e+000	2.860712e-004
1.012000000000001e+000	2.876985e-004
1.014000000000001e+000	2.893289e-004
1.016000000000001e+000	2.909625e-004
1.018000000000001e+000	2.925993e-004
1.020000000000001e+000	2.942392e-004
1.022000000000001e+000	2.958823e-004
1.024000000000001e+000	2.975285e-004
1.026000000000001e+000	2.991778e-004
1.028000000000001e+000	3.008303e-004
1.030000000000001e+000	3.024859e-004
1.032000000000001e+000	3.041446e-004
1.034000000000001e+000	3.058064e-004
1.036000000000001e+000	3.074713e-004
1.038000000000001e+000	3.091392e-004
1.040000000000001e+000	3.108102e-004
1.042000000000001e+000	3.124843e-004
1.044000000000001e+000	3.141614e-004
1.046000000000001e+000	3.158416e-004
1.048000000000001e+000	3.175248e-004
1.050000000000001e+000	3.192110e-004
1.052000000000001e+000	3.209003e-004
1.054000000000001e+000	3.225925e-004
1.056000000000001e+000	3.242878e-004
1.058000000000001e+000	3.259860e-004
1.060000000000001e+000	3.276872e-004
1.062000000000001e+000	3.293914e-004
1.064000000000001e+000	3.310985e-004
1.066000000000001e+000	3.328086e-004
1.068000000000001e+000	3.345216e-004
1.070000000000001e+000	3.362376e-004
1.072000000000001e+000	3.379565e-004
1.074000000000001e+000	3.396783e-004
1.076000000000001e+000	3.414030e-004
1.078000000000001e+000	3.431307e-004
1.080000000000001e+000	3.448612e-004
1.082000000000001e+000	3.465945e-004
1.084000000000001e+000	3.483308e-004
1.086000000000001e+000	3.500699e-004
1.088000000000001e+000	3.518119e-004
1.090000000000001e+000	3.535567e-004
1.092000000000001e+000	3.553044e-004
1.094000000000001e+000	3.570549e-004
1.096000000000001e+000	3.588082e-004
1.098000000000001e+000	3.605643e-004
1.100000000000001e+000	3.623232e-004
1.102000000000001e+000	3.640850e-004
1.104000000000001e+000	3.658495e-004
1.106000000000001e+000	3.676168e-004
1.108000000000001e+000	3.693868e-004
1.110000000000001e+000	3.711596e-004
1.112000000000001e+000	3.729352e-004
1.114000000000001e+000	3.747135e-004
1.116000000000001e+000	3.764945e-004
1.118000000000001e+000	3.782783e-004
1.120000000000001e+000	3.800648e-004
1.122000000000001e+000	3.818540e-004
1.124000000000001e+000	3.836458e-004
1.126000000000001e+000	3.854404e-004
1.128000000000001e+000	3.872377e-004
1.130000000000001e+000	3.890377e-004
1.132000000000001e+000	3.908403e-004
1.134000000000001e+000	3.926455e-004
1.136000000000001e+000	3.944534e-004
1.138000000000001e+000	3.962640e-004
1.140000000000001e+000	3.980772e-004
1.142000000000001e+000	3.998930e-004
1.144000000000001e+000	4.017114e-004
1.146000000000001e+000	4.035325e-004
1.148000000000001e+000	4.053561e-004
1.150000000000001e+000	4.071823e-004
1.152000000000001e+000	4.090111e-004
1.154000000000001e+000	4.108425e-004
1.156000000000001e+000	4.126765e-004
1.158000000000001e+000	4.145130e-004
1.160000000000001e+000	4.163520e-004
1.162000000000001e+000	4.181936e-004
1.164000000000001e+000	4.200378e-004
1.166000000000001e+000	4.218844e-004
1.168000000000001e+000	4.237336e-004
1.170000000000001e+000	4.255853e-004
1.172000000000001e+000	4.274395e-004
1.174000000000001e+000	4.292961e-004
1.176000000000001e+000	4.311553e-004
1.178000000000001e+000	4.330169e-004
1.180000000000001e+000	4.348810e-004
1.182000000000001e+000	4.367476e-004
1.184000000000001e+000	4.386166e-004
1.186000000000001e+000	4.404881e-004
1.188000000000001e+000	4.423620e-004
1.190000000000001e+000	4.442383e-004
1.192000000000001e+000	4.461171e-004
1.194000000000001e+000	4.479982e-004
1.196000000000001e+000	4.498818e-004
1.198000000000001e+000	4.517678e-004
1.200000000000001e+000	4.536561e-004
1.202000000000001e+000	4.555468e-004
1.204000000000001e+000	4.574399e-004
1.206000000000001e+000	4.593354e-004
1.208000000000001e+000	4.612332e-004
1.210000000000001e+000	4.631334e-004
1.212000000000001e+000	4.650359e-004
1.214000000000001e+000	4.669407e-004
1.216000000000001e+000	4.688479e-004
1.218000000000001e+000	4.707574e-004
1.220000000000001e+000	4.726692e-004
1.222000000000001e+000	4.745833e-004
1.224000000000001e+000	4.764997e-004
1.226000000000001e+000	4.784184e-004
1.228000000000001e+000	4.803393e-004
1.230000000000001e+000	4.822626e-004
1.232000000000001e+000	4.841881e-004
1.234000000000001e+000	4.861158e-004
1.236000000000001e+000	4.880458e-004
1.238000000000001e+000	4.899781e-004
1.240000000000001e+000	4.919125e-004
1.242000000000001e+000	4.938492e-004
1.244000000000001e+000	4.957881e-004
1.246000000000001e+000	4.977292e-004
1.248000000000001e+000	4.996725e-004
1.250000000000001e+000	5.016181e-004
1.252000000000001e+000	5.035658e-004
1.254000000000001e+000	5.055157e-004
1.256000000000001e+000	5.074677e-004
1.258000000000001e+000	5.094219e-004
1.260000000000001e+000	5.113783e-004
1.262000000000001e+000	5.133368e-004
1.264000000000001e+000	5.152975e-004
1.266000000000001e+000	5.172603e-004
1.268000000000001e+000	5.192252e-004
1.270000000000001e+000	5.211922e-004
1.272000000000001e+000	5.231614e-004
1.274000000000001e+000	5.251326e-004
1.276000000000001e+000	5.271060e-004
1.278000000000001e+000	5.290814e-004
1.280000000000001e+000	5.310590e-004
1.282000000000001e+000	5.330386e-004
1.284000000000001e+000	5.350203e-004
1.286000000000001e+000	5.370040e-004
1.288000000000001e+000	5.389898e-004
1.290000000000001e+000	5.409776e-004
1.292000000000001e+000	5.429675e-004
1.294000000000001e+000	5.449594e-004
1.296000000000001e+000	5.469533e-004
1.298000000000001e+000	5.489493e-004
1.300000000000001e+000	5.509472e-004
1.302000000000001e+000	5.529472e-004
1.304000000000001e+000	5.549492e-004
1.306000000000001e+000	5.569531e-004
1.308000000000001e+000	5.589590e-004
1.310000000000001e+000	5.609669e-004
1.312000000000001e+000	5.629768e-004
1.314000000000001e+000	5.649886e-004
1.316000000000001e+000	5.670023e-004
1.318000000000001e+000	5.690181e-004
1.320000000000001e+000	5.710357e-004
1.322000000000001e+000	5.730553e-004
1.324000000000001e+000	5.750768e-004
1.326000000000001e+000	5.771002e-004
1.328000000000001e+000	5.791255e-004
1.330000000000001e+000	5.811528e-004
1.332000000000001e+000	5.831819e-004
1.334000000000001e+000	5.852130e-004
1.336000000000001e+000	5.872459e-004
1.338000000000001e+000	5.892807e-004
1.340000000000001e+000	5.913173e-004
1.342000000000001e+000	5.933558e-004
1.344000000000001e+000	5.953962e-004
1.346000000000001e+000	5.974384e-004
1.348000000000001e+000	5.994824e-004
1.350000000000001e+000	6.015283e-004
1.352000000000001e+000	6.035760e-004
1.354000000000001e+000	6.056256e-004
1.356000000000001e+000	6.076769e-004
1.358000000000001e+000	6.097301e-004
1.360000000000001e+000	6.117850e-004
1.362000000000001e+000	6.138418e-004
1.364000000000001e+000	6.159003e-004
1.366000000000001e+000	6.179606e-004
1.368000000000001e+000	6.200227e-004
1.370000000000001e+000	6.220865e-004
1.372000000000001e+000	6.241521e-004
1.374000000000001e+000	6.262195e-004
1.376000000000001e+000	6.282886e-004
1.378000000000001e+000	6.303595e-004
1.380000000000001e+000	6.324321e-004
1.382000000000001e+000	6.345063e-004
1.384000000000001e+000	6.365823e-004
1.386000000000001e+000	6.386601e-004
1.388000000000001e+000	6.407395e-004
1.390000000000001e+000	6.428207e-004
1.392000000000001e+000	6.449035e-004
1.394000000000001e+000	6.469880e-004
1.396000000000001e+000	6.490742e-004
1.398000000000001e+000	6.511621e-004
1.400000000000001e+000	6.532516e-004
1.402000000000001e+000	6.553428e-004
1.404000000000001e+000	6.574356e-004
1.406000000000001e+000	6.595301e-004
1.408000000000001e+000	6.616263e-004
1.410000000000001e+000	6.637240e-004
1.412000000000001e+000	6.658234e-004
1.414000000000001e+000	6.679245e-004
1.416000000000001e+000	6.700271e-004
1.418000000000001e+000	6.721313e-004
1.420000000000001e+000	6.742371e-004
1.422000000000001e+000	6.763446e-004
1.424000000000001e+000	6.784536e-004
1.426000000000001e+000	6.805642e-004
1.428000000000001e+000	6.826764e-004
1.430000000000001e+000	6.847902e-004
1.432000000000001e+000	6.869055e-004
1.434000000000001e+000	6.890224e-004
1.436000000000001e+000	6.911408e-004
1.438000000000001e+000	6.932608e-004
1.440000000000001e+000	6.953822e-004
1.442000000000001e+000	6.975053e-004
1.444000000000001e+000	6.996299e-004
1.446000000000001e+000	7.017560e-004
1.448000000000001e+000	7.038836e-004
1.450000000000001e+000	7.060127e-004
1.452000000000001e+000	7.081433e-004
1.454000000000001e+000	7.102754e-004
1.456000000000001e+000	7.124090e-004
1.458000000000001e+000	7.145441e-004
1.460000000000001e+000	7.166806e-004
